STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,siec,Standard international energy product classification (SIEC),nrg_cons,Energy consumption,unit,Unit of measure,tax,Taxes,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DE,Germany,2023-S2,,0.4020,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2010-S1,,0.267,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2010-S2,,0.2708,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2011-S1,,0.2908,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2011-S2,,0.2976,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2012-S1,,0.2997,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2012-S2,,0.2972,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2013-S1,,0.3,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2013-S2,,0.2936,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2014-S1,,0.3042,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2014-S2,,0.3035,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2015-S1,,0.3068,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2015-S2,,0.3042,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2016-S1,,0.3088,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2016-S2,,0.3084,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2017-S1,,0.3049,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2017-S2,,0.301,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2018-S1,,0.3126,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2018-S2,,0.3123,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2019-S1,,0.2984,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2019-S2,,0.2924,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2020-S1,,0.2833,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2020-S2,,0.2819,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2021-S1,,0.2900,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2021-S2,,0.3448,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2022-S1,,0.4559,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2022-S2,,0.5871,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2023-S1,,0.3811,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,DK,Denmark,2023-S2,,0.3554,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2010-S1,,0.097,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2010-S2,,0.1004,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2011-S1,,0.0973,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2011-S2,,0.1042,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2012-S1,,0.1096,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2012-S2,,0.1123,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2013-S1,,0.1351,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2013-S2,,0.1367,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2014-S1,,0.1307,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2014-S2,,0.1325,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2015-S1,,0.1302,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2015-S2,,0.1291,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2016-S1,,0.1208,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2016-S2,,0.1238,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2017-S1,,0.1207,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2017-S2,,0.1319,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2018-S1,,0.1348,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2018-S2,,0.1418,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2019-S1,,0.1357,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2019-S2,,0.1411,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2020-S1,,0.1236,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2020-S2,,0.1291,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2021-S1,,0.1324,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2021-S2,,0.1939,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2022-S1,,0.2056,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2022-S2,,0.2650,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2023-S1,,0.2160,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EE,Estonia,2023-S2,,0.2339,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2010-S1,,0.1181,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2010-S2,,0.1211,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2011-S1,,0.125,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2011-S2,,0.1238,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2012-S1,,0.1391,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2012-S2,,0.1418,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2013-S1,,0.1563,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2013-S2,,0.1697,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2014-S1,,0.1767,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2014-S2,,0.1785,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2015-S1,,0.1767,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2015-S2,,0.1771,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2016-S1,,0.1716,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2016-S2,,0.1723,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2017-S1,,0.1711,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2017-S2,,0.162,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2018-S1,,0.1672,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2018-S2,,0.1646,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2019-S1,,0.1595,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2019-S2,,0.1551,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2020-S1,,0.1674,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,EL,Greece,2020-S2,,0.1641,,,,,
